topic_1,topic_2,count
iiif,manuscript,9
iiif,mirador,9
iiif,mirador,5
iiif,scholars,5
iiif,book-history,9
iiif,image-classification,9
iiif,neural-networks,9
jekyll,openseadragon,6
jekyll,static-site,6
jekyll,minicomp,6
jekyll,minimagick,6
jekyll,rake,6
jekyll,jekyll-site,5
jekyll,jekyll-theme,5
jekyll,syracuse-university,5
jekyll,coyote,4
jekyll,myth,4
openseadragon,static-site,6
static-site,english,10
static-site,literature,10
static-site,omeka,7
static-site,archives,10
static-site,books,10
static-site,ee-cummings,10
static-site,nodejs,10
static-site,poetry,10
static-site,text,10
static-site,json-schema,7
static-site,digitalhumanities,5
static-site,digitalhumanities,5
static-site,jupyter-notebook,7
static-site,hugo,6
static-site,hugo-site,6
static-site,periodical,6
static-site,publication,6
static-site,migration,7
static-site,pandas-dataframe,7
static-site,modernism,7
static-site,preservation,7
static-site,d3-visualization,4
static-site,static-site-building,5
static-site,static-site-building,5
static-site,ipython,7
static-site,relational-model,7
course-materials,jupyter-book,7
course-materials,jupyter-notebooks,7
course-materials,textbook,7
jupyter-book,jupyter-notebooks,7
jupyter-book,textbook,7
jupyter-notebooks,textbook,7
jupyter-notebooks,python3,11
jupyter-notebooks,python3,11
jupyter-notebooks,python3,8
jupyter-notebooks,python3,8
jupyter-notebooks,topic-modeling,11
jupyter-notebooks,machine-learning,8
jupyter-notebooks,named-entity-recognition,11
jupyter-notebooks,beginners,11
jupyter-notebooks,beginners,11
jupyter-notebooks,beginners,8
jupyter-notebooks,cambridge-uni,11
jupyter-notebooks,intermediate,11
jupyter-notebooks,intermediate,11
jupyter-notebooks,spacy2,11
jupyter-notebooks,teaching,11
jupyter-notebooks,teaching,11
jupyter-notebooks,teaching,8
jupyter-notebooks,text-mining,11
jupyter-notebooks,text-mining,11
jupyter-notebooks,text-mining,8
jupyter-notebooks,text-mining,8
jupyter-notebooks,cambridge-university,11
jupyter-notebooks,cambridge-university,8
jupyter-notebooks,cambridge-university,8
jupyter-notebooks,nltk,11
jupyter-notebooks,nltk,8
jupyter-notebooks,deep-learning,8
jupyter-notebooks,fastai,8
jupyter-notebooks,fastai-course,8
jupyter-notebooks,glam,8
jupyter-notebooks,study-group,8
jupyter-notebooks,childrens-books,8
jupyter-notebooks,distant-reading,8
awesome,awesome-list,9
awesome,awesome-list,5
awesome,digital-history,9
awesome,historian,9
awesome,historical-sciences,9
awesome,history,9
awesome,dh-resources,5
awesome,dh-tools,5
awesome-list,digital-history,9
awesome-list,historian,9
awesome-list,historical-sciences,9
awesome-list,history,9
awesome-list,dh-resources,5
awesome-list,dh-tools,5
digital-history,historian,9
digital-history,historical-sciences,9
digital-history,history,9
digital-history,history,5
digital-history,history,8
digital-history,history,5
digital-history,history,18
digital-history,history,6
digital-history,history,5
digital-history,history,9
digital-history,history,8
digital-history,python3,4
digital-history,python3,18
digital-history,topic-modeling,9
digital-history,visualization,9
digital-history,historical-data,4
digital-history,historical-data,5
digital-history,web-scraping,11
digital-history,digital-editions,18
digital-history,digital-pedagogy,18
digital-history,git,18
digital-history,github,18
digital-history,data-analysis,8
digital-history,data-analysis,18
digital-history,data-analysis,9
digital-history,text-mining,11
digital-history,law,5
digital-history,legal-history,5
digital-history,ocr,11
digital-history,nltk,8
digital-history,glam,11
digital-history,community-driven,18
digital-history,nlp,11
digital-history,nlp,8
digital-history,nlp,11
digital-history,datavisualization,8
digital-history,digitalhumanities,8
digital-history,digitalhumanities,18
digital-history,league-of-nations,8
digital-history,network-visualization,8
digital-history,socialnetworkanalysis,8
digital-history,statistics,5
digital-history,jupyter-notebook,18
digital-history,optical-character-recognition,11
digital-history,dataset,3
digital-history,living-with-machines,11
digital-history,article,11
digital-history,information-retrieval,11
digital-history,nlp-pipeline,11
digital-history,ocr-quality,11
digital-history,commit,18
digital-history,digital-hub,18
digital-history,human,18
digital-history,humanist,18
digital-history,resource-pool,18
digital-history,teaching-git,18
digital-history,teaching-materials,18
digital-history,teaching-tools,18
digital-history,textual-scholarship,18
digital-history,religion,5
digital-history,digital-scholarship,9
digital-history,text-visualization,11
digital-history,text-processing,8
digital-history,anglo-saxon,18
digital-history,asc-database,18
digital-history,beautifulsoup,18
digital-history,beautifulsoup4,18
digital-history,binder,18
digital-history,medieval,18
digital-history,paleography,18
digital-history,prosopography,18
digital-history,webscraping,18
digital-history,logic,6
digital-history,semantic-change,6
digital-history,semantics,6
digital-history,digitalhistory,4
digital-history,populism,3
digital-history,queer-spaces,5
digital-history,queer-spaces,7
digital-history,cartography,5
digital-history,lgbtq,7
digital-history,shiny,7
digital-history,shiny-apps,7
digital-history,research-data,5
digital-history,research-paper,5
digital-history,chinese-language,11
digital-history,chinese-nlp,11
digital-history,programming-language,11
digital-history,data-representation,8
digital-history,public-history,8
digital-history,public-humanities,8
digital-history,wordpress,8
historian,historical-sciences,9
historian,history,9
historian,history,6
historian,simulation,6
historian,twine,6
historian,unity,6
historical-sciences,history,9
history,python3,18
history,topic-modeling,13
history,topic-modeling,15
history,topic-modeling,8
history,topic-modeling,9
history,markdown,7
history,markdown,7
history,markdown,7
history,simulation,6
history,twine,6
history,unity,6
history,visualization,13
history,visualization,15
history,visualization,9
history,historical-data,13
history,historical-data,5
history,historical-data,14
history,open-data,5
history,open-source,7
history,open-source,13
history,open-source,7
history,open-source,7
history,machine-learning,9
history,r,3
history,r,5
history,r,3
history,r,6
history,curatescape,5
history,omeka,5
history,omeka-classic,5
history,xml,13
history,xslt,13
history,data-analysis,8
history,data-analysis,18
history,data-analysis,13
history,data-analysis,15
history,data-analysis,9
history,corpus,14
history,ontology,7
history,linguistics,13
